livro;referencia;tema;categoria;dificuldade;enunciado;alternativa_a;alternativa_b;alternativa_c;alternativa_d;correta;comentario
Neemias;Ne 2:18;Obra;Reconstrução;Média;O que o povo decidiu reconstruir em Jerusalém?;O templo;Os muros;O palácio;O mercado;B;Neemias liderou a reconstrução dos muros da cidade.
Salmos;Sl 119:105;Palavra de Deus;Direção;Fácil;A Palavra de Deus é comparada a quê?;Espada;Lâmpada;Escudo;Semente;B;A Palavra ilumina o caminho do cristão.
Provérbios;Pv 3:5;Fé;Confiança;Fácil;Em quem devemos confiar de todo o coração?;Nos amigos;No Senhor;Em nós mesmos;Nos governantes;B;A confiança deve estar totalmente em Deus.
Isaías;Is 53:5;Jesus;Profecias Messiânicas;Difícil;Pelas feridas de quem fomos sarados?;Moisés;Servo sofredor;Davi;Elias;B;Isaías profetizou o sofrimento redentor do Messias.
Jeremias;Jr 29:11;Esperança;Promessas;Média;Que tipo de planos Deus declara ter para seu povo?;Planos de paz;Planos de guerra;Planos ocultos;Planos de riqueza;A;Deus revelou planos de paz e esperança.
Daniel;Dn 1:8;Santidade;Obediência;Média;O que Daniel decidiu não fazer na Babilônia?;Servir ao rei;Contaminar-se com a comida do rei;Aprender outra língua;Dormir no palácio;B;Daniel permaneceu fiel a Deus mesmo no exílio.
Oséias;Os 6:6;Adoração;Misericórdia;Difícil;O que Deus deseja mais do que sacrifícios?;Vitórias;Misericórdia;Riquezas;Festas;B;Deus valoriza um coração misericordioso e o conhecimento dEle.
Mateus;Mt 6:33;Vida Cristã;Prioridades;Fácil;O que Jesus mandou buscar em primeiro lugar?;Prosperidade;O Reino de Deus;Sabedoria humana;Sucesso;B;Quem busca primeiro o Reino confia na provisão de Deus.
Lucas;Lc 6:31;Amor;Próximo;Fácil;Como devemos tratar as outras pessoas?;Como elas merecem;Como queremos ser tratados;Com indiferença;Somente os amigos;B;Essa é a chamada 'regra de ouro' ensinada por Jesus.
João;Jo 20:29;Fé;Confiança;Média;Quem são bem-aventurados segundo Jesus após a ressurreição?;Os ricos;Os que creram sem ver;Os discípulos;Os profetas;B;Jesus elogiou a fé de quem crê sem ver.
Atos;At 20:35;Generosidade;Serviço;Média;Segundo Paulo, o que é mais bem-aventurado?;Receber;Dar;Ensinar;Viajar;B;Paulo relembrou as palavras de Jesus sobre a alegria em dar.
Hebreus;Hb 12:2;Jesus;Perseverança;Média;Para quem devemos manter os olhos voltados?;Paulo;Jesus;Moisés;Abraão;B;Jesus é o autor e consumador da nossa fé.
Tiago;Tg 1:5;Sabedoria;Oração;Fácil;Quem deve pedir sabedoria a Deus?;Quem tem fé;Quem sente falta de sabedoria;Somente os líderes;Somente os idosos;B;Deus concede sabedoria a quem pede com fé.
Tiago;Tg 1:12;Perseverança;Provação;Média;O que receberá quem perseverar na provação?;Riquezas;Coroa da vida;Autoridade;Longa vida;B;Deus prometeu a coroa da vida aos que o amam.
1Pedro;1Pe 5:7;Confiança;Ansiedade;Fácil;Sobre quem devemos lançar nossa ansiedade?;Pastor;Deus;Família;Amigos;B;Deus cuida de seus filhos.
1Pedro;1Pe 5:8;Vida Cristã;Vigilância;Média;Como Pedro descreve o diabo?;Serpente;Leão que ruge;Lobo;Dragão;B;Pedro alerta para permanecermos vigilantes.
2Timóteo;2Tm 3:16;Palavra de Deus;Inspiração;Média;Toda a Escritura é inspirada por quem?;Profetas;Deus;Anjos;Moisés;B;A Escritura é inspirada por Deus.
2Timóteo;2Tm 4:7;Perseverança;Fé;Média;O que Paulo afirmou ter guardado até o fim?;Esperança;Fé;Lei;Promessa;B;Paulo declarou que guardou a fé.
Filipenses;Fp 4:6;Oração;Confiança;Fácil;Em vez de andar ansiosos, o que devemos fazer?;Reclamar;Orar;Esperar;Jejuar;B;Paulo incentiva a apresentar tudo a Deus em oração.
Colossenses;Cl 3:23;Trabalho;Dedicação;Fácil;Para quem devemos trabalhar de todo o coração?;Homens;Senhor;Família;Igreja;B;Nosso serviço deve ser para o Senhor.
1João;1Jo 1:9;Perdão;Confissão;Média;O que Deus faz quando confessamos nossos pecados?;Ignora;Perdoa e purifica;Castiga;Espera;B;Deus é fiel para perdoar.
1João;1Jo 3:18;Amor;Atitudes;Média;Como devemos amar, segundo João?;Só em palavras;Com ações e verdade;Somente em oração;Apenas a família;B;O amor verdadeiro é demonstrado por atitudes.
Apocalipse;Ap 1:8;Jesus;Eternidade;Média;Como Jesus se apresenta no Apocalipse?;Príncipe da paz;Alfa e Ômega;Bom Pastor;Filho do Homem;B;Ele é o princípio e o fim.
Apocalipse;Ap 2:10;Perseverança;Fidelidade;Difícil;Até quando devemos ser fiéis?;Enquanto for fácil;Até a morte;Até envelhecer;Até vencer;B;Cristo promete a coroa da vida aos fiéis.
Apocalipse;Ap 5:5;Jesus;Títulos;Difícil;Qual título é dado a Jesus em Apocalipse 5?;Estrela da manhã;Leão da tribo de Judá;Rei de Israel;Cordeiro pascal;B;Jesus é chamado Leão da tribo de Judá.
Salmos;Sl 150:6;Louvor;Adoração;Fácil;Quem deve louvar ao Senhor?;Israel;Todo ser que respira;Os sacerdotes;Os anjos;B;O salmo convida toda criatura a louvar.
Provérbios;Pv 15:1;Sabedoria;Relacionamentos;Média;O que desvia o furor?;Silêncio;Resposta branda;Força;Autoridade;B;A resposta branda acalma a ira.
Isaías;Is 40:31;Esperança;Força;Média;Quem renova as forças?;Os fortes;Os que esperam no Senhor;Os reis;Os sábios;B;Deus fortalece quem espera nele.
Mateus;Mt 7:7;Oração;Persistência;Fácil;O que Jesus disse para fazermos ao precisar de algo?;Esperar;Pedir, buscar e bater;Jejuar;Silenciar;B;Jesus incentiva a perseverança na oração.
Lucas;Lc 8:50;Fé;Coragem;Média;O que Jesus disse a Jairo antes do milagre?;Volte amanhã;"Não temas; crê somente";Ore mais;Espere aqui;B;Jesus encorajou Jairo a confiar.
João;Jo 21:17;Amor;Discipulado;Média;Após a ressurreição, Jesus perguntou três vezes a quem se o amava?;João;Pedro;Tomé;Tiago;B;Jesus restaurou Pedro após sua negação.
Atos;At 16:31;Salvação;Fé;Fácil;O que Paulo respondeu ao carcereiro sobre a salvação?;Guarde a Lei;Creia no Senhor Jesus;Ofereça sacrifícios;Vá ao templo;B;A salvação é pela fé em Jesus Cristo.
Gênesis;Gn 50:20;Providência;Perdão;Média;Como José descreveu o mal que sofreu no Egito?;Foi inútil;Deus o transformou em bem;Nunca aconteceu;Era um castigo;B;José reconheceu a soberania de Deus sobre os acontecimentos.
Êxodo;Êx 17:11;Vitória;Intercessão;Média;O que acontecia quando Moisés mantinha as mãos erguidas?;Israel vencia;Amaleque vencia;A batalha parava;Chovia;A;Enquanto Moisés mantinha as mãos erguidas, Israel prevalecia.
Josué;Js 3:17;Milagres;Travessia;Fácil;Qual rio Israel atravessou a seco com Josué?;Nilo;Jordão;Eufrates;Jaboque;B;Deus abriu o Jordão para a passagem do povo.
Juízes;Jz 4:9;Mulheres da Bíblia;Liderança;Difícil;Qual profetisa liderou Israel ao lado de Baraque?;Rute;Débora;Ana;Miriã;B;Débora foi juíza e profetisa em Israel.
1 Samuel;1Sm 1:20;Oração;Resposta;Fácil;Qual filho nasceu após a oração de Ana?;João;Samuel;Saul;Natã;B;Ana dedicou Samuel ao Senhor.
2 Samuel;2Sm 12:7;Profetas;Confronto;Média;Qual profeta confrontou Davi por seu pecado?;Elias;Natã;Samuel;Gade;B;Natã levou Davi ao arrependimento.
1 Reis;1Rs 19:12;Deus;Presença;Difícil;Como Elias percebeu a presença de Deus no Horebe?;No terremoto;Na brisa suave;No fogo;Na chuva;B;Deus falou a Elias por meio de uma voz mansa.
2 Reis;2Rs 4:34;Milagres;Ressurreição;Difícil;Quem ressuscitou o filho da sunamita?;Elias;Eliseu;Isaías;Jeremias;B;Deus usou Eliseu para devolver a vida ao menino.
Neemias;Ne 8:10;Alegria;Força;Fácil;Segundo Neemias, a alegria do Senhor é a nossa...;Vitória;Força;Esperança;Paz;B;A alegria do Senhor fortalece seu povo.
Salmos;Sl 46:1;Confiança;Proteção;Fácil;Como Deus é descrito no Salmo 46?;Juiz distante;Refúgio e fortaleza;Rei terreno;Profeta;B;Deus socorre seu povo nas dificuldades.
Provérbios;Pv 1:7;Sabedoria;Temor;Fácil;O temor do Senhor é o princípio de quê?;Prosperidade;Sabedoria;Coragem;Riqueza;B;A verdadeira sabedoria começa com o temor do Senhor.
Isaías;Is 9:6;Jesus;Profecias Messiânicas;Média;Qual título NÃO aparece em Isaías 9:6?;Príncipe da Paz;Pai da Eternidade;Bom Pastor;Deus Forte;C;'Bom Pastor' é um título revelado por Jesus em João.
Jonas;Jn 3:5;Arrependimento;Nínive;Média;Como o povo de Nínive respondeu à mensagem de Jonas?;Ignorou;Arrependeu-se;Fugiu;Prendeu Jonas;B;Os ninivitas creram em Deus e se arrependeram.
Mateus;Mt 22:39;Amor;Próximo;Fácil;Qual é o segundo maior mandamento?;Guardar festas;Amar o próximo;Jejuar;Orar sem cessar;B;Jesus resumiu a Lei no amor a Deus e ao próximo.
Marcos;Mc 10:52;Milagres;Cura;Média;O que Jesus disse a Bartimeu após curá-lo?;Siga para casa;A tua fé te salvou;Volte amanhã;Permaneça em silêncio;B;Jesus destacou a fé de Bartimeu.
Lucas;Lc 24:32;Ressurreição;Emaús;Difícil;O que os discípulos de Emaús sentiram ao ouvir Jesus?;Medo;Coração ardendo;Sono;Alegria apenas;B;Eles reconheceram Jesus ao partir do pão.
João;Jo 11:35;Jesus;Compaixão;Fácil;O que Jesus fez diante da morte de Lázaro?;Sorriu;Chorou;Foi embora;Permaneceu calado;B;Jesus demonstrou profunda compaixão.
Atos;At 11:26;Igreja;Identidade;Média;Onde os discípulos foram chamados cristãos pela primeira vez?;Jerusalém;Antioquia;Roma;Corinto;B;Em Antioquia surgiu o nome 'cristãos'.
Romanos;Rm 8:28;Esperança;Providência;Média;Para quem todas as coisas cooperam para o bem?;Para todos;Para os que amam a Deus;Para os ricos;Para Israel;B;Paulo destaca a ação de Deus na vida dos que o amam.
Apocalipse;Ap 21:1;Esperança;Nova Criação;Média;O que João viu passar antes do novo céu e da nova terra?;O templo;O primeiro céu e a primeira terra;Os anjos;O mar apenas;B;João contempla a renovação completa da criação.
Gênesis;Gn 18:14;Deus;Poder;Média;Existe algo impossível para o Senhor?;Sim;Não;Somente para homens;A Bíblia não responde;B;Deus afirmou a Abraão que nada é impossível para Ele.
Gênesis;Gn 19:26;Obediência;Livramento;Fácil;No que a esposa de Ló se transformou?;Pedra;Estátua de sal;Árvore;Pilar de fogo;B;Ela olhou para trás, desobedecendo à ordem recebida.
Gênesis;Gn 28:12;Sonhos;Jacó;Média;O que Jacó viu em sonho ligando a terra ao céu?;Ponte;Escada;Arco;Coluna;B;Anjos subiam e desciam pela escada.
Êxodo;Êx 16:18;Provisão;Maná;Média;O que acontecia quando o maná era repartido?;Faltava;Todos tinham o suficiente;Estragava;Duplicava;B;Cada família recebia conforme sua necessidade.
Levítico;Lv 19:18;Amor;Próximo;Fácil;Como devemos amar o próximo?;Como a nós mesmos;Mais que a família;Somente os amigos;Apenas os irmãos;A;Esse mandamento foi reafirmado por Jesus.
Números;Nm 13:30;Fé;Conquista;Média;Quem incentivou Israel a confiar em Deus diante de Canaã?;Corá;Calebe;Balaão;Arão;B;Calebe confiou na promessa de Deus.
Deuteronômio;Dt 6:5;Amor;Deus;Fácil;Com quanto devemos amar o Senhor?;Metade do coração;Todo o coração, alma e força;Somente a alma;Somente a força;B;Esse é um dos principais mandamentos.
Josué;Js 1:8;Palavra de Deus;Meditação;Média;Quando Josué deveria meditar no Livro da Lei?;Só nas festas;Dia e noite;Aos sábados;Pela manhã;B;A meditação constante conduziria ao sucesso.
1 Samuel;1Sm 16:7;Deus;Coração;Média;O que Deus vê, diferente do ser humano?;A aparência;O coração;A força;A riqueza;B;Deus avalia o interior da pessoa.
2 Crônicas;2Cr 7:14;Oração;Arrependimento;Média;O que Deus promete ao povo que se humilhar e orar?;Prosperidade imediata;Ouvir, perdoar e sarar a terra;Vitórias militares;Longa vida;B;A promessa envolve arrependimento e restauração.
Salmos;Sl 37:5;Confiança;Entrega;Fácil;O que devemos entregar ao Senhor?;Nossos bens;Nosso caminho;Somente dízimos;Somente problemas;B;Deus age em favor dos que confiam nele.
Provérbios;Pv 16:3;Sabedoria;Planejamento;Fácil;A quem devemos entregar nossos planos?;À sorte;Ao Senhor;Aos amigos;Ao governo;B;Deus firma os propósitos de quem confia nele.
Eclesiastes;Ec 3:1;Tempo;Sabedoria;Fácil;Segundo Eclesiastes, há tempo para quê?;Somente trabalhar;Todas as coisas;Somente descansar;Somente plantar;B;Há tempo determinado para cada propósito.
Isaías;Is 41:10;Esperança;Coragem;Fácil;Qual orientação Deus dá ao seu povo?;Não temas;Esconda-se;Corra;Espere sozinho;A;Deus promete estar presente e fortalecer seu povo.
Jeremias;Jr 33:3;Oração;Promessa;Média;O que Deus promete a quem clama?;Silêncio;Responder e revelar grandes coisas;Riquezas;Livramento imediato;B;Deus convida seu povo a buscá-lo.
Mateus;Mt 11:28;Jesus;Descanso;Fácil;Quem Jesus convida a ir até Ele?;Os ricos;Os cansados e sobrecarregados;Somente discípulos;Somente crianças;B;Jesus oferece descanso espiritual.
Marcos;Mc 12:30;Amor;Deus;Fácil;Com quanto devemos amar a Deus?;Parte do coração;Todo o coração, alma, entendimento e forças;Somente a alma;Somente o entendimento;B;Jesus reafirma o maior mandamento.
Lucas;Lc 18:27;Deus;Poder;Média;O que é impossível aos homens?;Salvar-se;É possível para Deus;Voar;Parar o tempo;B;Deus pode realizar o impossível.
João;Jo 16:33;Esperança;Coragem;Média;O que Jesus disse ter vencido?;A morte;O mundo;O pecado;Roma;B;Em Cristo encontramos paz e coragem.
Atos;At 4:31;Oração;Poder;Média;O que aconteceu após a oração da igreja?;Anoiteceu;O lugar tremeu;Choveu;As portas abriram;B;Eles foram cheios do Espírito Santo e anunciaram a Palavra com ousadia.
Gênesis;Gn 22:8;Fé;Provisão;Média;O que Abraão disse que Deus providenciaria?;Um altar;O cordeiro;A lenha;O fogo;B;Abraão confiou que Deus proveria o sacrifício.
Êxodo;Êx 20:12;Família;Mandamentos;Fácil;Qual mandamento traz promessa de longa vida?;Não furtar;Honrar pai e mãe;Não matar;Não mentir;B;Honrar os pais é o primeiro mandamento com promessa.
Números;Nm 14:24;Fé;Perseverança;Média;Quem recebeu a promessa de entrar em Canaã por permanecer fiel?;Corá;Calebe;Datã;Balaão;B;Calebe perseverou confiando em Deus.
Deuteronômio;Dt 31:6;Coragem;Confiança;Fácil;Por que Israel não precisava ter medo?;Porque era forte;Porque Deus estaria com eles;Porque tinha um grande exército;Porque Moisés ficaria para sempre;B;Deus prometeu nunca abandonar seu povo.
Josué;Js 6:5;Milagres;Jericó;Média;O que o povo fez antes da queda das muralhas de Jericó?;Acendeu tochas;Gritou;Jejuou;Correu;B;Após obedecer às instruções de Deus, o povo gritou e as muralhas caíram.
1 Samuel;1Sm 17:37;Fé;Livramento;Média;De quais animais Davi havia livrado as ovelhas?;Leão e urso;Lobo e urso;Leopardo e leão;Lobo e leão;A;Essas experiências fortaleceram a confiança de Davi.
2 Samuel;2Sm 22:2;Deus;Proteção;Fácil;Como Davi chamou o Senhor em seu cântico?;Minha rocha;Meu vizinho;Meu juiz;Meu servo;A;Davi reconheceu Deus como sua proteção.
1 Reis;1Rs 3:28;Sabedoria;Julgamento;Média;O que o povo percebeu nas decisões de Salomão?;Sua riqueza;A sabedoria de Deus;Sua força;Seu exército;B;O julgamento revelou a sabedoria concedida por Deus.
2 Reis;2Rs 22:2;Reis;Fidelidade;Média;Qual rei fez o que era reto diante do Senhor desde jovem?;Acabe;Josias;Manassés;Roboão;B;Josias promoveu uma grande reforma espiritual.
Salmos;Sl 121:1-2;Confiança;Socorro;Fácil;De onde vem o nosso socorro?;Dos montes;Do Senhor;Dos amigos;Dos anjos;B;O salmista declara que o socorro vem do Criador.
Provérbios;Pv 17:17;Amor;Amizade;Fácil;Como o verdadeiro amigo ama?;Às vezes;Em todo tempo;Só quando recebe ajuda;Somente a família;B;A amizade verdadeira permanece em qualquer situação.
Isaías;Is 55:8;Deus;Sabedoria;Média;Os pensamentos de Deus são como os nossos?;Sempre iguais;São mais altos;Um pouco diferentes;A Bíblia não diz;B;Os caminhos de Deus são superiores aos nossos.
Daniel;Dn 3:18;Fé;Fidelidade;Difícil;Mesmo sem livramento, o que os três amigos decidiram?;Fugir;Não adorar a imagem;Negociar com o rei;Esconder-se;B;Eles permaneceram fiéis a Deus.
Mateus;Mt 5:16;Testemunho;Boas Obras;Fácil;Por que nossas boas obras devem ser vistas?;Para receber elogios;Para glorificar o Pai;Para ganhar dinheiro;Para ser famoso;B;As boas obras apontam para Deus.
Marcos;Mc 8:34;Discipulado;Renúncia;Média;O que Jesus disse que o discípulo deve tomar?;Uma espada;Sua cruz;Um cajado;Um livro;B;Seguir Jesus envolve renúncia.
Lucas;Lc 11:28;Palavra de Deus;Obediência;Média;Quem Jesus chamou de bem-aventurados?;Os ricos;Os que ouvem e praticam a Palavra;Os sacerdotes;Os governantes;B;A verdadeira felicidade está em obedecer a Deus.
João;Jo 15:13;Amor;Sacrifício;Média;Qual é o maior amor, segundo Jesus?;Dar presentes;Dar a vida pelos amigos;Perdoar sempre;Servir em segredo;B;Jesus apontou para seu próprio sacrifício.
Atos;At 17:30;Arrependimento;Chamado;Média;O que Deus ordena agora a todas as pessoas?;Construir templos;Arrepender-se;Guardar festas;Fazer votos;B;O evangelho chama todos ao arrependimento.
Filipenses;Fp 2:3;Humildade;Relacionamentos;Média;Como devemos considerar as outras pessoas?;Inferiores;Superiores a nós mesmos;Iguais em tudo;Como inimigas;B;Paulo incentiva a humildade.
Hebreus;Hb 13:8;Jesus;Imutabilidade;Fácil;Jesus Cristo é o mesmo em quais tempos?;Ontem e hoje;Ontem, hoje e para sempre;Somente hoje;No passado;B;A natureza de Cristo não muda.
Gênesis;Gn 24:67;Família;Casamento;Média;Com quem Isaque se casou?;Raquel;Rebeca;Lia;Sara;B;Rebeca tornou-se esposa de Isaque conforme a direção de Deus.
Gênesis;Gn 32:28;Identidade;Jacó;Média;Qual novo nome Deus deu a Jacó?;Judá;Israel;José;Benjamim;B;O nome Israel marcou uma nova etapa na vida de Jacó.
Êxodo;Êx 32:26;Fidelidade;Escolha;Difícil;Quem se colocou ao lado de Moisés após o bezerro de ouro?;Judá;Levi;Benjamim;Efraim;B;Os levitas permaneceram fiéis ao Senhor.
Levítico;Lv 11:45;Santidade;Chamado;Média;Por que o povo deveria ser santo?;Porque era forte;Porque Deus é santo;Porque era numeroso;Porque tinha a Lei;B;Deus chamou seu povo a refletir sua santidade.
Números;Nm 6:24;Bênção;Sacerdotal;Fácil;Como começa a bênção sacerdotal?;O Senhor te fortaleça;O Senhor te abençoe;O Senhor te guarde sempre;O Senhor seja contigo;B;Essa bênção foi dada por Deus a Arão.
Deuteronômio;Dt 8:3;Palavra de Deus;Dependência;Média;De que não viverá somente o ser humano?;Água;Pão;Trabalho;Dinheiro;B;Também vivemos de toda palavra que procede de Deus.
Josué;Js 24:31;Fidelidade;Liderança;Média;Enquanto Josué viveu, o que Israel fez?;Serviu ao Senhor;Construiu cidades;Travou guerras;Pediu um rei;A;O povo permaneceu servindo ao Senhor.
Juízes;Jz 16:30;Sacrifício;Sansão;Difícil;Como Sansão derrotou muitos filisteus no fim da vida?;Com espada;Derrubando o templo;Com fogo;Com arco;B;Sansão derrubou as colunas do templo.
1 Samuel;1Sm 12:24;Temor;Serviço;Média;Samuel orientou o povo a servir ao Senhor de que forma?;Com pressa;Com fidelidade;Somente nas festas;Em silêncio;B;Samuel exortou o povo à fidelidade.
2 Samuel;2Sm 9:7;Misericórdia;Davi;Média;Quem recebeu bondade de Davi por causa de Jônatas?;Absalão;Mefibosete;Joabe;Natã;B;Davi honrou sua aliança com Jônatas.
1 Reis;1Rs 8:10;Templo;Glória de Deus;Difícil;O que encheu o templo na dedicação feita por Salomão?;Fogo;A glória do Senhor;Nuvens de chuva;Anjos;B;A glória de Deus encheu o templo.
2 Reis;2Rs 17:13;Profetas;Arrependimento;Média;O que Deus enviava antes do juízo sobre Israel?;Exércitos;Profetas;Secas;Pragas;B;Os profetas chamavam o povo ao arrependimento.
Salmos;Sl 100:2;Louvor;Adoração;Fácil;Como devemos servir ao Senhor?;Com tristeza;Com alegria;Com medo;Em silêncio;B;O salmo convida a servir com alegria.
Provérbios;Pv 4:23;Sabedoria;Coração;Média;O que devemos guardar acima de tudo?;Dinheiro;Coração;Casa;Família;B;Do coração procedem as fontes da vida.
Isaías;Is 6:8;Chamado;Missão;Média;Quem respondeu: 'Eis-me aqui, envia-me'?;Jeremias;Isaías;Ezequiel;Amós;B;Isaías respondeu ao chamado de Deus.
Mateus;Mt 9:37;Missões;Evangelismo;Fácil;Como Jesus descreveu a seara?;Pequena;Grande;Difícil;Vazia;B;A seara é grande, mas poucos são os trabalhadores.
Marcos;Mc 12:41-44;Generosidade;Oferta;Média;Quem ofertou duas pequenas moedas?;Marta;Viúva pobre;Maria;Lídia;B;Jesus elogiou sua generosidade.
